omega,a,N,depth,node_index,d,e,span_width,theta_mean,theta_std,theta_min,theta_max,minimum_cosine,minimum_sine,left_phase_summary,right_phase_summary,local_reconstruction_residual,unitarity_residual,symmetry_residual,control
1.5,2,64,1,1,1,4,64,0.7136367013038727,0.36338430582747616,0.0,1.4015876206219604,0.16840240903986345,0.0,0.0036073179219519736,0.002540363430498859,7.570062412430032e-15,5.840586183695072e-15,2.3556176206266055e-16,zeta
1.5,2,64,2,2,1,8,32,0.4991538880190689,0.3083203436539336,0.0,1.0513702462735628,0.49638199770782754,0.0,0.03465567799615386,-0.02118564568533339,1.043517502685526e-14,5.840586183695072e-15,2.3556176206266055e-16,zeta
1.5,2,64,3,4,1,16,16,0.18134356322218714,0.09192903534845777,0.0,0.28402158337065325,0.9599362823977409,0.0,-0.06613475754611134,-0.12305045497334446,2.635350211578556e-15,5.840586183695072e-15,2.3556176206266055e-16,zeta
1.5,2,64,4,8,1,32,8,0.04455031836456561,0.03423572818590071,0.0,0.08359201790841195,0.9965082212517563,0.0,-0.357157932888461,-0.093441880120616,2.4540316597636205e-15,5.840586183695072e-15,2.3556176206266055e-16,zeta
1.5,2,64,5,16,1,64,4,0.006466133439931479,0.006466133439931479,0.0,0.012932266879862958,0.9999163794021008,0.0,0.982449074847551,-0.9824490748475512,1.011840551053606e-15,5.840586183695072e-15,2.3556176206266055e-16,zeta
1.5,2,64,5,17,31,64,4,1.5282820878231793,0.02736962177633029,1.500912466046849,1.5556517095995095,0.015144038275231636,0.997559116635584,0.9899202089773717,0.9899202089773824,1.0335621583016675e-15,5.840586183695072e-15,2.3556176206266055e-16,zeta
1.5,2,64,4,9,15,32,8,1.5095182882968134,0.03705044995554792,1.4708211013773262,1.5649523641053626,0.005843929425852624,0.9950066383038787,-0.02204931423407397,-0.05867996970739009,1.990291877857269e-15,5.840586183695072e-15,2.3556176206266055e-16,zeta
1.5,2,64,5,18,15,64,4,0.7808919042913512,0.4380382578001595,0.34285364649119177,1.2189301620915107,0.3446502335552306,0.33617601919133855,1.1102230246251565e-16,-0.6596758773413116,8.758351359812422e-16,5.840586183695072e-15,2.3556176206266055e-16,zeta
1.5,2,64,5,19,17,64,4,0.8064485433845362,0.4053490832145766,0.4010994601699596,1.2117976265991128,0.3513369435300795,0.3904307766147503,0.0,0.9724109417465631,7.248775733005804e-16,5.840586183695072e-15,2.3556176206266055e-16,zeta
1.5,2,64,3,5,7,16,16,1.3754812554469846,0.0831216281727485,1.275045400612521,1.5540077556453356,0.016787782500417854,0.9565835484101843,0.20133093150255826,-0.07724180182036619,2.818624559807436e-15,5.840586183695072e-15,2.3556176206266055e-16,zeta
1.5,2,64,4,10,7,32,8,1.033546508571774,0.29539672547752466,0.8111539612315923,1.541077376142314,0.029714576136844473,0.725082346414474,-0.40294757892490984,0.12231773966343767,2.4539313231229624e-15,5.840586183695072e-15,2.3556176206266055e-16,zeta
1.5,2,64,5,20,7,64,4,0.7309012576100875,0.6333513564437655,0.097549901166322,1.3642526140538531,0.20507830566534077,0.09739526089197986,-5.551115123125783e-17,-0.5790787910476489,8.883014451056115e-16,5.840586183695072e-15,2.3556176206266055e-16,zeta
1.5,2,64,5,21,25,64,4,1.245118991953638,0.25741346822984185,0.9877055237237963,1.50253246018348,0.06821086119979608,0.8347648231579206,-0.9783318195458803,0.0,1.5863220212147085e-15,5.840586183695072e-15,2.3556176206266055e-16,zeta
1.5,2,64,4,11,9,32,8,0.9064331010644039,0.3462473198114229,0.6621448642483234,1.504117988860783,0.06662894025975714,0.6148098664641259,-0.07630417964061037,-0.21036146986681392,1.976467183719173e-15,5.840586183695072e-15,2.3556176206266055e-16,zeta
1.5,2,64,5,22,9,64,4,1.2330747955561732,0.29203535039514006,0.9410394451610331,1.5251101459513132,0.04567028959616131,0.8081707163418547,0.0,0.8318577509543054,8.511149300844403e-16,5.840586183695072e-15,2.3556176206266055e-16,zeta
1.5,2,64,5,23,23,64,4,0.8204770761595248,0.571013026994942,0.24946404916458273,1.3914901031544669,0.17834696289925167,0.2468846343249576,5.551115123125783e-17,0.9814191283187247,5.680556890581974e-16,5.840586183695072e-15,2.3556176206266055e-16,zeta
1.5,2,64,2,3,3,8,32,1.063514429409437,0.3262693599760349,0.49447881503557267,1.5647048518684668,0.006091437254720527,0.4745729603136637,-0.0031305513753710663,-0.09963192637841102,4.0193775698451276e-15,5.840586183695072e-15,2.3556176206266055e-16,zeta
1.5,2,64,3,6,3,16,16,1.0013846925475864,0.23499416423414846,0.6217061092885938,1.4918765148411521,0.07883791426845106,0.5824228798174076,-0.028248776193726045,0.13188189475659906,2.3314540121972207e-15,5.840586183695072e-15,2.3556176206266055e-16,zeta
1.5,2,64,4,12,3,32,8,0.6399883433500584,0.3715119294773288,0.20547439235587422,1.2189925971377256,0.34459162315930775,0.2040315960281462,0.2204990895724933,0.015514851807946164,1.6080344841747105e-15,5.840586183695072e-15,2.3556176206266055e-16,zeta
1.5,2,64,5,24,3,64,4,0.5683069005097272,0.4945199416825327,0.07378695882719453,1.06282684219226,0.4864041205646226,0.07372002134760702,-0.5896754915414745,0.0,1.0687880881464754e-15,5.840586183695072e-15,2.3556176206266055e-16,zeta
1.5,2,64,5,25,29,64,4,1.1976900287742323,0.31769963043070454,0.8799903983435277,1.5153896592049367,0.05537832313052579,0.7707327611570339,0.836010445991971,0.0,1.6029501664273982e-15,5.840586183695072e-15,2.3556176206266055e-16,zeta
1.5,2,64,4,13,13,32,8,1.200170402347056,0.12404756947465609,1.069284548019368,1.378563113906758,0.19105144672561167,0.8768567739664035,-0.03448628154020299,-0.20192472676340928,2.2436717975595705e-15,5.840586183695072e-15,2.3556176206266055e-16,zeta
1.5,2,64,5,26,13,64,4,0.6488649660136585,0.6386844600686553,0.010180505945003224,1.2875494260823137,0.2794746379491033,0.010180330090058413,5.551115123125783e-17,-0.9967373124715603,1.1890244043778636e-15,5.840586183695072e-15,2.3556176206266055e-16,zeta
1.5,2,64,5,27,19,64,4,0.7935983977719847,0.008877366291230926,0.7847210314807538,0.8024757640632156,0.6949285715324535,0.7066278145461623,1.6653345369377348e-16,0.8953265258521504,1.4583537508568128e-15,5.840586183695072e-15,2.3556176206266055e-16,zeta
1.5,2,64,3,7,5,16,16,0.818666407780279,0.30865053583161056,0.5515980064981505,1.3409787335761645,0.22779991639037092,0.5240489007035407,-0.003485069163107604,-0.14943556155336485,2.8943796773112906e-15,5.840586183695072e-15,2.3556176206266055e-16,zeta
1.5,2,64,4,14,5,32,8,1.1146786777030286,0.2180279038965592,0.8522873248195336,1.3828708115423634,0.1868213372541943,0.7527880343598673,-0.2615542830230232,0.0635569676765391,1.8399986379730233e-15,5.840586183695072e-15,2.3556176206266055e-16,zeta
1.5,2,64,5,28,5,64,4,0.5181881736081552,0.2767480683101205,0.2414401052980347,0.7949362419182757,0.700330279191711,0.23910120842131088,-0.9986227872348721,0.0,1.8960934232071493e-15,5.840586183695072e-15,2.3556176206266055e-16,zeta
1.5,2,64,5,29,27,64,4,0.8470813024543618,0.5235930027497978,0.32348829970456394,1.3706743052041594,0.19878891859860046,0.31787585767135274,-5.551115123125783e-17,0.7789117537762329,1.6617973449289516e-15,5.840586183695072e-15,2.3556176206266055e-16,zeta
1.5,2,64,4,15,11,32,8,0.5468021415381742,0.267725285664353,0.3119139219209849,0.9841269342810625,0.5535904049444982,0.30688076869661907,0.00016795403727019181,-0.15007196106821258,8.553571464401062e-15,5.840586183695072e-15,2.3556176206266055e-16,zeta
1.5,2,64,5,30,11,64,4,1.2439041084980091,0.15534079385079158,1.0885633146472176,1.3992449023488007,0.17071120515072835,0.8859615536980515,5.551115123125783e-17,0.9025912076724444,8.4967665549672495e-16,5.840586183695072e-15,2.3556176206266055e-16,zeta
1.5,2,64,5,31,21,64,4,0.42497296809258356,0.2935657225599101,0.1314072455326735,0.7185386906524937,0.7527684910704774,0.13102938484462567,0.0,0.9160287459283518,9.357453774617037e-16,5.840586183695072e-15,2.3556176206266055e-16,zeta
1.25,2,16,0,0,1,2,32,1.037694131318501,0.5581872038845568,0.08375900579816102,1.5700993241672099,0.0006970025712512947,0.0836611039369372,-0.021233508099475225,-0.0031612958414056636,4.568712475348601e-15,4.3303854584973365e-15,1.3408721262244616e-16,zeta
1.25,2,16,1,0,1,4,16,0.36142955030039,0.3088457526762649,0.004331098262391114,0.8775093450813768,0.6390688105550242,0.00433108472164943,0.11168280032104086,0.24347294025597768,8.694666843301744e-15,4.3303854584973365e-15,1.3408721262244616e-16,zeta
1.25,2,16,2,0,1,8,8,0.34483878843664023,0.23941328471038756,0.09062267383949191,0.6035903024173472,0.8233030626334396,0.09049868544617669,0.3504931588389391,0.3190083807300763,1.9517663730807145e-15,4.3303854584973365e-15,1.3408721262244616e-16,zeta
1.25,2,16,3,0,1,16,4,0.036288361235070024,0.005129303178717537,0.031159058056352485,0.04141766441378756,0.9991424111417349,0.03115401631423164,-0.9969882819303288,0.0,6.878649216514798e-16,4.3303854584973365e-15,1.3408721262244616e-16,zeta
1.25,2,16,3,1,7,16,4,1.337778706371766,0.21753034606629307,1.120248360305473,1.555309052438059,0.015486655245842315,0.9002086206404628,5.551115123125783e-17,0.0,1.169264290548818e-15,4.3303854584973365e-15,1.3408721262244616e-16,zeta
1.25,2,16,2,1,3,8,8,1.2452637789960428,0.19807934813086572,0.9622948121070207,1.468258731592923,0.10235801029981043,0.8205055307564495,-0.04336270478233681,0.05869955436939209,2.002686246686607e-15,4.3303854584973365e-15,1.3408721262244616e-16,zeta
1.25,2,16,3,2,3,16,4,0.48502121358232775,0.48502121358232775,0.0,0.9700424271646555,0.5652645330895952,0.0,0.0,0.0,3.2095683971864713e-15,4.3303854584973365e-15,1.3408721262244616e-16,zeta
1.25,2,16,3,3,5,16,4,0.6959063743096197,0.6959063743096197,0.0,1.3918127486192393,0.17802948091800702,0.0,1.1102230246251565e-16,-0.5969144791573237,5.695220323667926e-15,4.3303854584973365e-15,1.3408721262244616e-16,zeta
1.25,2,16,1,1,1,4,16,0.36142955030039003,0.3088457526762651,0.004331098262390666,0.8775093450813768,0.6390688105550242,0.004331084721648982,-0.17970384429492403,0.011625421382495317,2.4798808770044086e-15,4.3303854584973365e-15,1.3408721262244616e-16,zeta
1.25,2,16,2,2,1,8,8,0.34483878843664023,0.23941328471038772,0.09062267383949187,0.6035903024173477,0.8233030626334392,0.09049868544617665,-0.35049315883893706,0.3190083807300694,1.4577503587554063e-15,4.3303854584973365e-15,1.3408721262244616e-16,zeta
1.25,2,16,3,4,1,16,4,0.0362883612350704,0.005129303178717343,0.031159058056353054,0.04141766441378774,0.9991424111417349,0.03115401631423221,-2.7755575615628914e-16,-0.996988281930332,7.934297988293894e-16,4.3303854584973365e-15,1.3408721262244616e-16,zeta
1.25,2,16,3,5,7,16,4,1.3377787063717652,0.2175303460662935,1.1202483603054718,1.5553090524380588,0.015486655245842538,0.9002086206404624,-5.551115123125783e-17,0.0,1.0538650081166526e-15,4.3303854584973365e-15,1.3408721262244616e-16,zeta
1.25,2,16,2,3,3,8,8,1.245263778996043,0.19807934813086595,0.9622948121070202,1.4682587315929225,0.10235801029981087,0.8205055307564492,-0.29955898106424084,0.4016212402159791,1.911859128285011e-15,4.3303854584973365e-15,1.3408721262244616e-16,zeta
1.25,2,16,3,6,3,16,4,0.4850212135823262,0.4850212135823262,0.0,0.9700424271646524,0.5652645330895978,0.0,0.4378220543484327,-0.43782205434845317,2.447670772686915e-15,4.3303854584973365e-15,1.3408721262244616e-16,zeta
1.25,2,16,3,7,5,16,4,0.6959063743096179,0.6959063743096179,0.0,1.3918127486192358,0.17802948091801052,0.0,-2.220446049250313e-16,-0.5969144791573354,4.130257123131727e-15,4.3303854584973365e-15,1.3408721262244616e-16,zeta
1.25,2,32,0,0,1,2,64,1.2328732921416656,0.5025185638060566,0.04293828268177999,1.5707956967762924,6.300186042364104e-07,0.04292508970716964,0.015786400836121973,0.020330339122442427,8.948208032261117e-15,4.6727638835132314e-15,2.040119416101049e-16,zeta
1.25,2,32,1,0,1,4,32,0.4001378758175087,0.27530153323178225,0.05763597896930513,1.0388764493088218,0.5071888923768836,0.057604074050941735,0.05931913827429555,-0.07364552455003981,3.4364306182842035e-15,4.6727638835132314e-15,2.040119416101049e-16,zeta
1.25,2,32,2,0,1,8,16,0.5025224734553781,0.30610128908744894,0.02274652660883565,0.9487326339687553,0.5827135172134966,0.02274456513381225,-0.04694559643139249,-0.2923517276514984,2.9749400729689732e-15,4.6727638835132314e-15,2.040119416101049e-16,zeta
1.25,2,32,3,0,1,16,8,0.16189899268382926,0.1373609733963227,0.004087294416170848,0.3630848945918288,0.9348056432620606,0.004087283035806859,0.007620008081544574,0.49703120599767747,1.645401864054172e-15,4.6727638835132314e-15,2.040119416101049e-16,zeta
1.25,2,32,4,0,1,32,4,0.043592557735892164,0.036042706705820125,0.00754985103007204,0.07963526444171229,0.9968307877292181,0.007549779306376366,0.0,0.05658894489408793,1.1310764578140241e-15,4.6727638835132314e-15,2.040119416101049e-16,zeta
1.25,2,32,4,1,15,32,4,1.3794812776069323,0.17788526066882626,1.2015960169381061,1.5573665382757587,0.013429384825082201,0.9326162277581181,-1.1102230246251565e-16,0.0,1.1461364828191277e-15,4.6727638835132314e-15,2.040119416101049e-16,zeta
1.25,2,32,3,1,7,16,8,1.4093659985103106,0.10968899433286249,1.2447927649257307,1.528810300798947,0.041973691404158214,0.9473298031398864,-0.7215201361359297,-0.00957871723874329,6.7824085308700015e-15,4.6727638835132314e-15,2.040119416101049e-16,zeta
1.25,2,32,4,2,7,32,4,1.0059211222577142,0.07958012416321125,0.926340998094503,1.0855012464209255,0.46646938936276366,0.7994271039283948,0.4456704139240654,0.0,1.0776317534878783e-15,4.6727638835132314e-15,2.040119416101049e-16,zeta
1.25,2,32,4,3,9,32,4,0.7105802402310792,0.27898355145416154,0.43159668877691776,0.9895637916852408,0.5490544898515228,0.41832160583540734,5.551115123125783e-17,-0.9983848417673535,1.7258797986697433e-15,4.6727638835132314e-15,2.040119416101049e-16,zeta
1.25,2,32,2,1,3,8,16,1.1039997142778009,0.2550899657161895,0.7106753030968487,1.4995653843655514,0.07117072188971547,0.6523457464767365,0.22379048534844112,0.09320436293072197,2.398967705901084e-15,4.6727638835132314e-15,2.040119416101049e-16,zeta
1.25,2,32,3,2,3,16,8,1.0486379755855528,0.08639011228234897,0.9531668267616091,1.1829470178064925,0.3781983437800128,0.815253512500938,-0.21772511862565602,0.13334486116055,2.482068274285701e-15,4.6727638835132314e-15,2.040119416101049e-16,zeta
1.25,2,32,4,4,3,32,4,0.5953397806362797,0.10716558034300304,0.4881742002932767,0.7025053609792827,0.7632257907248565,0.4690141415657425,-1.3877787807814457e-17,-0.24590351026144733,9.067460282314663e-16,4.6727638835132314e-15,2.040119416101049e-16,zeta
1.25,2,32,4,5,13,32,4,0.9635959539759649,0.17785967667938246,0.7857362772965825,1.1414556306553474,0.4162714272418226,0.7073458233943034,0.9829596931509534,0.0,1.3572896948726385e-15,4.6727638835132314e-15,2.040119416101049e-16,zeta
1.25,2,32,3,3,5,16,8,0.741032409812076,0.13344098715173167,0.5948779891461401,0.901317689113598,0.6205772475761112,0.5604077072214804,0.16596930630438278,0.22404899343999685,1.647846888596699e-15,4.6727638835132314e-15,2.040119416101049e-16,zeta
1.25,2,32,4,6,5,32,4,1.2740128662448473,0.08581484107900617,1.1881980251658413,1.3598277073238536,0.2094071416942478,0.9276977386157262,-0.8248445010881529,0.0,5.563926240821306e-16,4.6727638835132314e-15,2.040119416101049e-16,zeta
1.25,2,32,4,7,11,32,4,0.5124260626243874,0.10745808345205796,0.40496797917232946,0.6198841460764454,0.813945766403463,0.39398932974931394,-1.6653345369377348e-16,0.9820186767416301,1.1811338304107122e-15,4.6727638835132314e-15,2.040119416101049e-16,zeta
1.25,2,32,1,1,1,4,32,0.40013787581750887,0.2753015332317823,0.05763597896930584,1.0388764493088225,0.507188892376883,0.05760407405094245,0.017107935396268696,-0.1088061497877886,3.3462375473101754e-15,4.6727638835132314e-15,2.040119416101049e-16,zeta
1.25,2,32,2,2,1,8,16,0.5025224734553779,0.3061012890874487,0.022746526608835513,0.9487326339687554,0.5827135172134965,0.022744565133812112,0.13529276536006543,-0.20400455872282466,2.2156659877380186e-15,4.6727638835132314e-15,2.040119416101049e-16,zeta
1.25,2,32,3,4,1,16,8,0.1618989926838293,0.1373609733963224,0.004087294416171403,0.3630848945918285,0.9348056432620607,0.004087283035807414,-0.32479242659288743,0.17985878748633014,1.3817057980163587e-15,4.6727638835132314e-15,2.040119416101049e-16,zeta
1.25,2,32,4,8,1,32,4,0.04359255773589258,0.036042706705819556,0.00754985103007303,0.07963526444171214,0.9968307877292181,0.007549779306377355,-3.469446951953614e-18,0.05658894489412579,4.339263397831907e-16,4.6727638835132314e-15,2.040119416101049e-16,zeta
1.25,2,32,4,9,15,32,4,1.3794812776069318,0.17788526066882646,1.2015960169381055,1.5573665382757584,0.013429384825082423,0.9326162277581179,-0.9669714832749825,0.9669714832749835,5.098080341811553e-16,4.6727638835132314e-15,2.040119416101049e-16,zeta
1.25,2,32,3,5,7,16,8,1.4093659985103102,0.1096889943328624,1.2447927649257307,1.528810300798947,0.041973691404158214,0.9473298031398864,0.36971269986842303,0.3422287190287795,7.27809034763671e-15,4.6727638835132314e-15,2.040119416101049e-16,zeta
1.25,2,32,4,10,7,32,4,1.0059211222577138,0.07958012416320998,0.9263409980945038,1.0855012464209237,0.4664693893627652,0.7994271039283952,-0.44567041392403706,0.0,1.1663570678610974e-15,4.6727638835132314e-15,2.040119416101049e-16,zeta
1.25,2,32,4,11,9,32,4,0.7105802402310782,0.2789835514541598,0.4315966887769184,0.989563791685238,0.5490544898515252,0.41832160583540795,-1.1102230246251565e-16,-0.998384841767355,1.2454393013848793e-15,4.6727638835132314e-15,2.040119416101049e-16,zeta
1.25,2,32,2,3,3,8,16,1.1039997142778013,0.25508996571618997,0.7106753030968489,1.4995653843655528,0.07117072188971416,0.6523457464767367,-0.01219142374742671,-0.11839469867029706,2.716909747404802e-15,4.6727638835132314e-15,2.040119416101049e-16,zeta
1.25,2,32,3,6,3,16,8,1.0486379755855515,0.08639011228234966,0.9531668267616056,1.182947017806492,0.37819834378001327,0.8152535125009359,0.2177251186256694,0.13334486116054403,1.9386738930355357e-15,4.6727638835132314e-15,2.040119416101049e-16,zeta
1.25,2,32,4,12,3,32,4,0.5953397806362764,0.10716558034300153,0.4881742002932748,0.7025053609792778,0.7632257907248596,0.46901414156574084,5.551115123125783e-17,-0.24590351026149745,1.1323214862405551e-15,4.6727638835132314e-15,2.040119416101049e-16,zeta
1.25,2,32,4,13,13,32,4,0.9635959539759651,0.17785967667938118,0.7857362772965839,1.1414556306553463,0.4162714272418236,0.7073458233943045,1.1102230246251565e-16,0.9829596931509547,7.820580650844249e-16,4.6727638835132314e-15,2.040119416101049e-16,zeta
1.25,2,32,3,7,5,16,8,0.7410324098120746,0.13344098715173042,0.5948779891461394,0.9013176891135943,0.6205772475761141,0.5604077072214798,-0.308502734602377,-0.00615599338782627,1.9729423365060227e-15,4.6727638835132314e-15,2.040119416101049e-16,zeta
1.25,2,32,4,14,5,32,4,1.2740128662448473,0.08581484107900572,1.1881980251658415,1.359827707323853,0.20940714169424843,0.9276977386157264,0.8248445010881471,0.0,6.193909186087601e-16,4.6727638835132314e-15,2.040119416101049e-16,zeta
1.25,2,32,4,15,11,32,4,0.5124260626243853,0.10745808345205682,0.4049679791723285,0.6198841460764422,0.8139457664034648,0.39398932974931306,0.9820186767416295,0.0,2.0938777851248692e-15,4.6727638835132314e-15,2.040119416101049e-16,zeta
1.25,2,64,0,0,1,2,128,1.3750613140453667,0.4036610112780906,0.022571514162925813,1.5707963267938578,1.0387858941792537e-12,0.02256959761462892,-0.000795801224586036,-0.02888445907440658,1.2222160499399983e-14,6.637863647169124e-15,2.2531409050570915e-16,zeta
1.25,2,64,1,0,1,4,64,0.4535298231744965,0.2502398263140138,0.06125773056134627,0.9462026682527241,0.5847676967096127,0.06121942604576255,0.012342618787134989,0.0040098444684719846,1.1499989552241342e-14,6.637863647169124e-15,2.2531409050570915e-16,zeta
1.25,2,64,2,0,1,8,32,0.5439178433837788,0.30633053705707025,0.01604432928802479,1.0775814201254312,0.4734600689723973,0.016043640940333854,-0.04064735594242201,0.12721620400457234,9.112336977984029e-15,6.637863647169124e-15,2.2531409050570915e-16,zeta
1.25,2,64,3,0,1,16,16,0.18440602439333614,0.09557511060087935,0.039436883908351636,0.3358527887811439,0.9441295955964051,0.039426662217230034,-0.012686423314832433,0.20086859395192613,2.708357681169553e-15,6.637863647169124e-15,2.2531409050570915e-16,zeta
1.25,2,64,4,0,1,32,8,0.0413026887143984,0.029282238686123542,0.011898705418378666,0.0785057502072039,0.9969200059526195,0.011898424652185753,0.3812542291357154,-0.08437920585440342,1.8349325244965556e-15,6.637863647169124e-15,2.2531409050570915e-16,zeta
1.25,2,64,5,0,1,64,4,0.027350253711969055,0.020786226412149302,0.006564027299819755,0.04813648012411836,0.9988416633337032,0.006563980163144155,-0.05725872933276593,0.0,6.495447162291402e-16,6.637863647169124e-15,2.2531409050570915e-16,zeta
1.25,2,64,5,1,31,64,4,1.4805456418055871,0.0702440960780657,1.4103015457275214,1.5507897378836528,0.0200052542864044,0.987148334905806,-0.9828725061527797,0.9828725061527772,1.2241693798395219e-15,6.637863647169124e-15,2.2531409050570915e-16,zeta
1.25,2,64,4,1,15,32,8,1.5147120910884837,0.026435863127933442,1.4876037363133354,1.5584861687232772,0.012309847160433138,0.9965414918315744,0.042036538555792174,-0.23497979916549794,1.5912671815491862e-15,6.637863647169124e-15,2.2531409050570915e-16,zeta
1.25,2,64,5,2,15,64,4,0.8128235920321201,0.3263241626641286,0.48649942936799145,1.1391477546962487,0.41836873084047205,0.46753434246609854,0.6570132445027581,0.0,1.4388951997119783e-15,6.637863647169124e-15,2.2531409050570915e-16,zeta
1.25,2,64,5,3,17,64,4,0.9353140486868314,0.22906133377381255,0.7062527149130189,1.164375382460644,0.39532435549696215,0.6489874029569422,0.9948275849066393,0.0,6.19996068587801e-16,6.637863647169124e-15,2.2531409050570915e-16,zeta
1.25,2,64,3,1,7,16,16,1.3873124643660075,0.08024565642420851,1.2587368072431437,1.5291351116673477,0.04164916457783659,0.9517032763854594,-0.15696015449219952,-0.0057075331420913394,2.642338156274554e-15,6.637863647169124e-15,2.2531409050570915e-16,zeta
1.25,2,64,4,2,7,32,8,0.9187770923963208,0.13196969837691794,0.8092736424558211,1.1407396834999994,0.4169222885754363,0.7237861609604676,0.18286385367804386,0.1429441614355735,1.058920353616257e-15,6.637863647169124e-15,2.2531409050570915e-16,zeta
1.25,2,64,5,4,7,64,4,0.48706071720630656,0.20248413804884596,0.2845765791574606,0.6895448552551525,0.771535651656089,0.2807510853582289,2.7755575615628914e-17,-0.3370340758231925,4.991484963279673e-16,6.637863647169124e-15,2.2531409050570915e-16,zeta
1.25,2,64,5,5,25,64,4,1.1971784088218893,0.05169285501196275,1.1454855538099267,1.2488712638338522,0.316393314561333,0.9109105508019978,0.9708574084645705,0.0,7.288220681605218e-16,6.637863647169124e-15,2.2531409050570915e-16,zeta
1.25,2,64,4,3,9,32,8,0.8105081233682347,0.16879695055079647,0.6792287574503936,1.1005366437586028,0.45311779526635143,0.628193139904032,0.2873609576284743,-0.3242139691497392,1.49090450496953e-15,6.637863647169124e-15,2.2531409050570915e-16,zeta
1.25,2,64,5,6,9,64,4,1.1010549991935257,0.19727331291744393,0.9037816862760818,1.2983283121109697,0.2691092226552447,0.7856720366789701,0.754876509550656,0.0,8.730920393290428e-16,6.637863647169124e-15,2.2531409050570915e-16,zeta
1.25,2,64,5,7,23,64,4,0.5814429893419812,0.21912227756165983,0.3623207117803214,0.800565266903641,0.6963011004042639,0.3544452294875873,-0.972143090743391,0.0,1.0761354172926444e-15,6.637863647169124e-15,2.2531409050570915e-16,zeta
1.25,2,64,2,1,3,8,32,1.0386836913949324,0.3228692723341936,0.49166890939107416,1.5535058602630434,0.01728960501774774,0.4720977656741428,-0.09486443302473925,0.05946302018329093,3.634695652603395e-15,6.637863647169124e-15,2.2531409050570915e-16,zeta
1.25,2,64,3,2,3,16,16,0.989223160408848,0.14973181432731378,0.7124890345164147,1.226365485822897,0.33766100090877676,0.6537193388082835,0.18897886993762888,0.049608498809328175,3.4098514459296545e-15,6.637863647169124e-15,2.2531409050570915e-16,zeta
1.25,2,64,4,4,3,32,8,0.5200681567554906,0.17994673736698932,0.2505782178648352,0.7372243975277551,0.7403372669533947,0.24796416033698712,0.17335846969814755,0.0009292500595749903,1.890525125605993e-15,6.637863647169124e-15,2.2531409050570915e-16,zeta
1.25,2,64,5,8,3,64,4,0.36821301376201815,0.23440594134434053,0.1338070724176776,0.6026189551063587,0.823854012854905,0.13340814199223394,1.3877787807814457e-17,-0.21381308567376017,1.2443920443909577e-15,6.637863647169124e-15,2.2531409050570915e-16,zeta
1.25,2,64,5,9,29,64,4,1.1559493655376694,0.3560081677202736,0.7999411978173957,1.511957533257943,0.05880484939380571,0.7173151217842019,-0.8113460075862791,0.0,1.464108160661708e-15,6.637863647169124e-15,2.2531409050570915e-16,zeta
1.25,2,64,4,5,13,32,8,1.1335888035125237,0.06682369577708927,1.0432422898509872,1.204606682246545,0.3580603168677881,0.8640410041861526,0.03165462278678291,0.08072314902051127,1.3111025444220445e-15,6.637863647169124e-15,2.2531409050570915e-16,zeta
1.25,2,64,5,10,13,64,4,0.715360202481877,0.5418893771478814,0.1734708253339955,1.2572495796297585,0.30843439702350123,0.17260211573918943,-0.9961442015149251,0.0,8.334258823842293e-16,6.637863647169124e-15,2.2531409050570915e-16,zeta
1.25,2,64,5,11,19,64,4,0.5091938545188055,0.01831581015770939,0.49087804436109606,0.5275096646765148,0.8640633412861493,0.47140043404542004,2.7755575615628914e-17,-0.39354920931334364,5.210817437226233e-16,6.637863647169124e-15,2.2531409050570915e-16,zeta
1.25,2,64,3,3,5,16,16,0.7536723075981322,0.23380403149071527,0.5238222285416295,1.1209762932746683,0.4348034767730565,0.50019350344106,-0.1140441741909847,-0.022448734408948026,5.409456839318736e-15,6.637863647169124e-15,2.2531409050570915e-16,zeta
1.25,2,64,4,6,5,32,8,1.1218750402322244,0.13310920282899036,0.9699932668578327,1.2562882969593854,0.30934867030238367,0.8248819070776415,0.22241726212972374,0.35920304358501653,1.9459990867404755e-15,6.637863647169124e-15,2.2531409050570915e-16,zeta
1.25,2,64,5,12,5,64,4,0.4226163032464426,0.30401326375620336,0.11860303949023926,0.726629567002646,0.7474178049931526,0.11832517647288825,-5.551115123125783e-17,0.998011452340597,7.573811865657756e-16,6.637863647169124e-15,2.2531409050570915e-16,zeta
1.25,2,64,5,13,27,64,4,0.7434584312519108,0.6342671610405908,0.10919127021132004,1.3777255922925016,0.19187347411043834,0.10897442311983131,-0.7612971084057238,0.0,8.486636580700688e-16,6.637863647169124e-15,2.2531409050570915e-16,zeta
1.25,2,64,4,7,11,32,8,0.4806319575317103,0.12661645883775344,0.3210988288788999,0.6402342264043751,0.8019558569423401,0.31560941778875046,-0.26863011865280406,0.16630850501957267,1.884587126498485e-15,6.637863647169124e-15,2.2531409050570915e-16,zeta
1.25,2,64,5,14,11,64,4,1.2759470754921103,0.1305109468752802,1.1454361286168302,1.4064580223673906,0.16359958642154832,0.9108901566625579,-0.9026303146992777,0.0,8.291245090277752e-16,6.637863647169124e-15,2.2531409050570915e-16,zeta
1.25,2,64,5,15,21,64,4,0.32955927837806054,0.14884628892604554,0.18071298945201497,0.47840556730410605,0.8877300708171528,0.1797309980365868,-0.8805356022147571,0.0,5.574694585527606e-16,6.637863647169124e-15,2.2531409050570915e-16,zeta
