model,nmse_mean,nmse_std,missing_nmse_mean,missing_nmse_std,correlation_mean,win_rate_vs_isotropic
direct_fusion,0.09047388610566816,0.08557525486302094,0.9999999999988727,2.4755565805353582e-12,0.9525880141141467,0.25
eikonal_atlas,0.0478922586738126,0.0636876427920751,13.466408326997307,61.37797394723194,0.9771928521168587,0.625
isotropic_atlas,0.7896551551352775,4.459352817676987,97.24418906302903,598.4447809569591,0.950871640962534,0.0
radial_fill,0.1878745220795167,0.11167650942614864,15.541980386515178,31.493578710897708,0.9050023035910204,0.075
shuffled_metric,0.6673098048406532,3.538249723174227,44.550274907494604,266.9110429516941,0.9449746118384657,0.225
