model,nmse_mean,nmse_std,nmse_median,nmse_p90,missing_nmse_mean,missing_nmse_std,missing_nmse_median,missing_nmse_p90,correlation_mean,win_rate_vs_isotropic
direct_fusion,0.09047388610566816,0.08557525486302094,0.06471851155787672,0.20335031456365232,0.9999999999988727,2.4755565805353582e-12,0.9999999999998757,0.9999999999999518,0.9525880141141467,0.125
eikonal_atlas,0.027710048802623576,0.03512392435849749,0.013444102147361758,0.06823768813168285,1.1428540048885056,3.6694688677789347,0.2841407978206767,1.0914603756452539,0.9861473066887028,0.65
isotropic_atlas,0.03479723519292962,0.03360976477330469,0.021609315246978695,0.06035615503205792,1.8039129223085226,7.749645105377024,0.33247401655138065,1.0669842350972287,0.9843065888360207,0.0
radial_fill,0.1878745220795167,0.11167650942614864,0.14016876983669652,0.34345441837348406,15.541980386515178,31.493578710897708,3.048163404646197,43.619049186185805,0.9050023035910204,0.025
shuffled_metric,0.03883883267055657,0.04327794548358652,0.024853665797543396,0.06206518565239745,3.128810287831374,13.231506824702645,0.41337070546397614,1.8475752699573862,0.9807954062129148,0.125
